record_id,date,season,year,month,is_holiday,day_of_week,is_working_day,weathersit,temperature,feels_temperature,humidity,wind_speed,casual_users_count,registered_users_count,total_rentals,temp_category
465,2012-04-09,Summer,1,4,0,1,1,Clear,0.489167,23.8319,0.3175,0.358196,905,4680,5585,20-30
466,2012-04-10,Summer,1,4,0,2,1,Clear,0.446667,21.81165,0.435,0.249375,819,5099,5918,20-30
467,2012-04-11,Summer,1,4,0,3,1,Clear,0.348696,16.863699999999998,0.469565,0.295274,482,4380,4862,10-20
468,2012-04-12,Summer,1,4,0,4,1,Clear,0.3975,19.3802,0.46625,0.290429,663,4746,5409,10-20
469,2012-04-13,Summer,1,4,0,5,1,Clear,0.4425,21.590400000000002,0.408333,0.155471,1252,5146,6398,20-30
470,2012-04-14,Summer,1,4,0,6,0,Clear,0.495,24.3998,0.502917,0.190917,2795,4665,7460,20-30
471,2012-04-15,Summer,1,4,0,0,0,Clear,0.606667,28.69375,0.507917,0.225129,2846,4286,7132,20-30
472,2012-04-16,Summer,1,4,1,1,0,Clear,0.664167,30.746250000000003,0.561667,0.284829,1198,5172,6370,30-40
473,2012-04-17,Summer,1,4,0,2,1,Clear,0.608333,29.92435,0.390417,0.273629,989,5702,6691,20-30
474,2012-04-18,Summer,1,4,0,3,1,Mist,0.463333,22.8519,0.569167,0.167912,347,4020,4367,20-30
475,2012-04-19,Summer,1,4,0,4,1,Clear,0.498333,24.6523,0.6125,0.0659292,846,5719,6565,20-30
476,2012-04-20,Summer,1,4,0,5,1,Clear,0.526667,25.78875,0.694583,0.149871,1340,5950,7290,20-30
477,2012-04-21,Summer,1,4,0,6,0,Clear,0.57,27.14605,0.682917,0.283587,2541,4083,6624,20-30
478,2012-04-22,Summer,1,4,0,0,0,Light Snow,0.396667,19.4752,0.835417,0.344546,120,907,1027,10-20
479,2012-04-23,Summer,1,4,0,1,1,Mist,0.321667,15.056249999999999,0.766667,0.303496,195,3019,3214,10-20
480,2012-04-24,Summer,1,4,0,2,1,Clear,0.413333,20.26415,0.454167,0.249383,518,5115,5633,20-30
481,2012-04-25,Summer,1,4,0,3,1,Clear,0.476667,23.51585,0.427917,0.118792,655,5541,6196,20-30
482,2012-04-26,Summer,1,4,0,4,1,Mist,0.498333,24.17915,0.756667,0.176625,475,4551,5026,20-30
483,2012-04-27,Summer,1,4,0,5,1,Clear,0.4575,22.63185,0.400833,0.347633,1014,5219,6233,20-30
484,2012-04-28,Summer,1,4,0,6,0,Mist,0.376667,18.8752,0.489583,0.129975,1120,3100,4220,10-20
485,2012-04-29,Summer,1,4,0,0,0,Clear,0.458333,22.506050000000002,0.587083,0.116908,2229,4075,6304,20-30
486,2012-04-30,Summer,1,4,0,1,1,Mist,0.464167,22.8848,0.57,0.171638,665,4907,5572,20-30
487,2012-05-01,Summer,1,5,0,2,1,Mist,0.613333,28.85105,0.659583,0.156096,653,5087,5740,20-30
488,2012-05-02,Summer,1,5,0,3,1,Clear,0.564167,26.894800000000004,0.797083,0.138058,667,5502,6169,20-30
489,2012-05-03,Summer,1,5,0,4,1,Mist,0.56,26.862099999999998,0.768333,0.133696,764,5657,6421,20-30
490,2012-05-04,Summer,1,5,0,5,1,Clear,0.6275,29.54585,0.735417,0.162938,1069,5227,6296,20-30
491,2012-05-05,Summer,1,5,0,6,0,Mist,0.621667,29.2304,0.756667,0.152992,2496,4387,6883,20-30
492,2012-05-06,Summer,1,5,0,0,0,Mist,0.5625,27.336850000000005,0.74,0.149879,2135,4224,6359,20-30
493,2012-05-07,Summer,1,5,0,1,1,Mist,0.5375,26.3571,0.664167,0.230721,1008,5265,6273,20-30
494,2012-05-08,Summer,1,5,0,2,1,Mist,0.581667,27.87355,0.685833,0.296029,738,4990,5728,20-30
495,2012-05-09,Summer,1,5,0,3,1,Mist,0.575,27.65125,0.744167,0.216412,620,4097,4717,20-30
496,2012-05-10,Summer,1,5,0,4,1,Clear,0.505833,24.58915,0.552083,0.314063,1026,5546,6572,20-30
497,2012-05-11,Summer,1,5,0,5,1,Clear,0.533333,26.04165,0.360417,0.236937,1319,5711,7030,20-30
498,2012-05-12,Summer,1,5,0,6,0,Clear,0.564167,27.24085,0.480417,0.123133,2622,4807,7429,20-30
499,2012-05-13,Summer,1,5,0,0,0,Clear,0.6125,29.2619,0.57625,0.225117,2172,3946,6118,20-30
500,2012-05-14,Summer,1,5,0,1,1,Mist,0.573333,27.495000000000005,0.789583,0.212692,342,2501,2843,20-30
501,2012-05-15,Summer,1,5,0,2,1,Mist,0.611667,28.8202,0.794583,0.147392,625,4490,5115,20-30
502,2012-05-16,Summer,1,5,0,3,1,Clear,0.636667,29.798749999999995,0.697917,0.122512,991,6433,7424,20-30
503,2012-05-17,Summer,1,5,0,4,1,Clear,0.593333,28.630650000000006,0.52,0.229475,1242,6142,7384,20-30
504,2012-05-18,Summer,1,5,0,5,1,Clear,0.564167,27.55605,0.523333,0.136817,1521,6118,7639,20-30
505,2012-05-19,Summer,1,5,0,6,0,Clear,0.6,28.345399999999998,0.45625,0.083975,3410,4884,8294,20-30
506,2012-05-20,Summer,1,5,0,0,0,Clear,0.620833,29.19835,0.530417,0.254367,2704,4425,7129,20-30
507,2012-05-21,Summer,1,5,0,1,1,Mist,0.598333,28.283349999999995,0.81125,0.233204,630,3729,4359,20-30
508,2012-05-22,Summer,1,5,0,2,1,Mist,0.615,29.04125,0.765833,0.118167,819,5254,6073,20-30
509,2012-05-23,Summer,1,5,0,3,1,Mist,0.621667,29.230600000000003,0.774583,0.102,766,4494,5260,20-30
510,2012-05-24,Summer,1,5,0,4,1,Clear,0.655,30.335,0.716667,0.172896,1059,5711,6770,30-40
511,2012-05-25,Summer,1,5,0,5,1,Clear,0.68,31.37645,0.747083,0.14055,1417,5317,6734,30-40
512,2012-05-26,Summer,1,5,0,6,0,Clear,0.6925,32.134800000000006,0.7325,0.198992,2855,3681,6536,30-40
513,2012-05-27,Summer,1,5,0,0,0,Clear,0.69,32.07125,0.697083,0.215171,3283,3308,6591,30-40
514,2012-05-28,Summer,1,5,1,1,0,Clear,0.7125,33.965,0.67625,0.196521,2557,3486,6043,30-40
515,2012-05-29,Summer,1,5,0,2,1,Clear,0.7225,33.6496,0.684583,0.2954,880,4863,5743,30-40
516,2012-05-30,Summer,1,5,0,3,1,Mist,0.656667,30.556449999999995,0.67,0.134329,745,6110,6855,30-40
517,2012-05-31,Summer,1,5,0,4,1,Clear,0.68,31.566450000000003,0.492917,0.195279,1100,6238,7338,30-40
518,2012-06-01,Summer,1,6,0,5,1,Mist,0.654167,30.3981,0.755417,0.237563,533,3594,4127,30-40
519,2012-06-02,Summer,1,6,0,6,0,Clear,0.583333,28.3144,0.549167,0.186562,2795,5325,8120,20-30
520,2012-06-03,Summer,1,6,0,0,0,Clear,0.6025,28.75665,0.493333,0.184087,2494,5147,7641,20-30
521,2012-06-04,Summer,1,6,0,1,1,Clear,0.5975,28.91415,0.487083,0.284833,1071,5927,6998,20-30
522,2012-06-05,Summer,1,6,0,2,1,Mist,0.540833,26.294600000000003,0.613333,0.209575,968,6033,7001,20-30
523,2012-06-06,Summer,1,6,0,3,1,Clear,0.554167,27.1146,0.61125,0.077125,1027,6028,7055,20-30
524,2012-06-07,Summer,1,6,0,4,1,Clear,0.6025,28.4721,0.567083,0.15735,1038,6456,7494,20-30
525,2012-06-08,Summer,1,6,0,5,1,Clear,0.649167,29.8931,0.467917,0.175383,1488,6248,7736,20-30
526,2012-06-09,Summer,1,6,0,6,0,Clear,0.710833,32.418350000000004,0.437083,0.144287,2708,4790,7498,30-40
527,2012-06-10,Summer,1,6,0,0,0,Clear,0.726667,33.175850000000004,0.538333,0.133721,2224,4374,6598,30-40
528,2012-06-11,Summer,1,6,0,1,1,Mist,0.720833,32.98605,0.587917,0.207713,1017,5647,6664,30-40
529,2012-06-12,Summer,1,6,0,2,1,Mist,0.653333,29.89375,0.833333,0.214546,477,4495,4972,20-30
530,2012-06-13,Summer,1,6,0,3,1,Clear,0.655833,30.55585,0.582083,0.343279,1173,6248,7421,30-40
531,2012-06-14,Summer,1,6,0,4,1,Clear,0.648333,31.219150000000003,0.569583,0.253733,1180,6183,7363,30-40
532,2012-06-15,Summer,1,6,0,5,1,Clear,0.639167,29.9877,0.589583,0.176617,1563,6102,7665,20-30
533,2012-06-16,Summer,1,6,0,6,0,Clear,0.631667,29.735400000000006,0.504167,0.166667,2963,4739,7702,20-30
534,2012-06-17,Summer,1,6,0,0,0,Clear,0.5925,28.59875,0.59875,0.144904,2634,4344,6978,20-30
535,2012-06-18,Summer,1,6,0,1,1,Mist,0.568333,27.2421,0.777917,0.174746,653,4446,5099,20-30
536,2012-06-19,Summer,1,6,0,2,1,Clear,0.688333,32.7346,0.69,0.148017,968,5857,6825,30-40
537,2012-06-20,Summer,1,6,0,3,1,Clear,0.7825,36.04875,0.592083,0.113812,872,5339,6211,30-40
538,2012-06-21,Fall,1,6,0,4,1,Clear,0.805833,37.6271,0.567917,0.118787,778,5127,5905,30-40
539,2012-06-22,Fall,1,6,0,5,1,Clear,0.7775,36.20605,0.57375,0.182842,964,4859,5823,30-40
540,2012-06-23,Fall,1,6,0,6,0,Clear,0.731667,32.6396,0.534583,0.179721,2657,4801,7458,30-40
541,2012-06-24,Fall,1,6,0,0,0,Clear,0.743333,33.7127,0.479167,0.145525,2551,4340,6891,30-40
542,2012-06-25,Fall,1,6,0,1,1,Clear,0.715833,32.7021,0.504167,0.300383,1139,5640,6779,30-40
543,2012-06-26,Fall,1,6,0,2,1,Clear,0.630833,29.7352,0.373333,0.347642,1077,6365,7442,20-30
544,2012-06-27,Fall,1,6,0,3,1,Clear,0.6975,32.0396,0.36,0.271775,1077,6258,7335,30-40
545,2012-06-28,Fall,1,6,0,4,1,Clear,0.749167,33.7756,0.4225,0.17165,921,5958,6879,30-40
546,2012-06-29,Fall,1,6,0,5,1,Clear,0.834167,39.33065,0.48875,0.165417,829,4634,5463,30-40
547,2012-06-30,Fall,1,6,0,6,0,Clear,0.765,34.3754,0.60125,0.161071,1455,4232,5687,30-40
548,2012-07-01,Fall,1,7,0,0,0,Clear,0.815833,37.53145,0.51875,0.168529,1421,4110,5531,30-40
549,2012-07-02,Fall,1,7,0,1,1,Clear,0.781667,35.1019,0.447083,0.195267,904,5323,6227,30-40
550,2012-07-03,Fall,1,7,0,2,1,Clear,0.780833,35.1325,0.492083,0.126237,1052,5608,6660,30-40
551,2012-07-04,Fall,1,7,1,3,0,Clear,0.789167,36.61685,0.53875,0.13495,2562,4841,7403,30-40
552,2012-07-05,Fall,1,7,0,4,1,Clear,0.8275,38.06835,0.457917,0.194029,1405,4836,6241,30-40
553,2012-07-06,Fall,1,7,0,5,1,Clear,0.828333,37.62665,0.450833,0.146142,1366,4841,6207,30-40
554,2012-07-07,Fall,1,7,0,6,0,Clear,0.861667,40.24565,0.492083,0.163554,1448,3392,4840,40-50
555,2012-07-08,Fall,1,7,0,0,0,Clear,0.8225,39.5198,0.57375,0.125629,1203,3469,4672,30-40
556,2012-07-09,Fall,1,7,0,1,1,Mist,0.710833,32.7027,0.683333,0.180975,998,5571,6569,30-40
557,2012-07-10,Fall,1,7,0,2,1,Mist,0.720833,33.2398,0.6675,0.151737,954,5336,6290,30-40
558,2012-07-11,Fall,1,7,0,3,1,Clear,0.716667,32.51355,0.633333,0.151733,975,6289,7264,30-40
559,2012-07-12,Fall,1,7,0,4,1,Clear,0.715833,32.73415,0.529583,0.146775,1032,6414,7446,30-40
560,2012-07-13,Fall,1,7,0,5,1,Mist,0.731667,33.39665,0.485833,0.08085,1511,5988,7499,30-40
561,2012-07-14,Fall,1,7,0,6,0,Mist,0.703333,33.3021,0.699167,0.143679,2355,4614,6969,30-40
562,2012-07-15,Fall,1,7,0,0,0,Clear,0.745833,35.259800000000006,0.717917,0.166667,1920,4111,6031,30-40
563,2012-07-16,Fall,1,7,0,1,1,Clear,0.763333,36.206250000000004,0.645,0.164187,1088,5742,6830,30-40
564,2012-07-17,Fall,1,7,0,2,1,Clear,0.818333,37.78415,0.505833,0.114429,921,5865,6786,30-40
565,2012-07-18,Fall,1,7,0,3,1,Clear,0.793333,37.27915,0.577083,0.137442,799,4914,5713,30-40
566,2012-07-19,Fall,1,7,0,4,1,Clear,0.77,35.7321,0.600417,0.165429,888,5703,6591,30-40
567,2012-07-20,Fall,1,7,0,5,1,Mist,0.665833,30.65125,0.844167,0.208967,747,5123,5870,30-40
568,2012-07-21,Fall,1,7,0,6,0,Light Snow,0.595833,27.495599999999996,0.865417,0.2133,1264,3195,4459,20-30
569,2012-07-22,Fall,1,7,0,0,0,Mist,0.6675,31.156250000000004,0.7625,0.0939208,2544,4866,7410,30-40
570,2012-07-23,Fall,1,7,0,1,1,Clear,0.741667,34.50085,0.694167,0.138683,1135,5831,6966,30-40
571,2012-07-24,Fall,1,7,0,2,1,Clear,0.750833,35.3225,0.655,0.211454,1140,6452,7592,30-40
572,2012-07-25,Fall,1,7,0,3,1,Clear,0.724167,32.7027,0.45,0.1648,1383,6790,8173,30-40
573,2012-07-26,Fall,1,7,0,4,1,Clear,0.776667,36.96315,0.596667,0.284813,1036,5825,6861,30-40
574,2012-07-27,Fall,1,7,0,5,1,Clear,0.781667,36.71085,0.594583,0.152992,1259,5645,6904,30-40
575,2012-07-28,Fall,1,7,0,6,0,Clear,0.755833,34.8802,0.613333,0.15735,2234,4451,6685,30-40
576,2012-07-29,Fall,1,7,0,0,0,Clear,0.721667,33.39665,0.62375,0.170396,2153,4444,6597,30-40
577,2012-07-30,Fall,1,7,0,1,1,Clear,0.730833,34.24935,0.66875,0.153617,1040,6065,7105,30-40
578,2012-07-31,Fall,1,7,0,2,1,Clear,0.713333,33.144800000000004,0.704167,0.165425,968,6248,7216,30-40
579,2012-08-01,Fall,1,8,0,3,1,Clear,0.7175,33.3654,0.6775,0.141179,1074,6506,7580,30-40
580,2012-08-02,Fall,1,8,0,4,1,Clear,0.7525,35.354400000000005,0.659583,0.129354,983,6278,7261,30-40
581,2012-08-03,Fall,1,8,0,5,1,Mist,0.765833,36.143350000000005,0.6425,0.215792,1328,5847,7175,30-40
582,2012-08-04,Fall,1,8,0,6,0,Clear,0.793333,37.56335,0.613333,0.257458,2345,4479,6824,30-40
583,2012-08-05,Fall,1,8,0,0,0,Clear,0.769167,36.55395,0.6525,0.290421,1707,3757,5464,30-40
584,2012-08-06,Fall,1,8,0,1,1,Mist,0.7525,35.5123,0.654167,0.129354,1233,5780,7013,30-40
585,2012-08-07,Fall,1,8,0,2,1,Mist,0.735833,34.88105,0.70375,0.116908,1278,5995,7273,30-40
586,2012-08-08,Fall,1,8,0,3,1,Mist,0.75,35.385850000000005,0.672917,0.1107,1263,6271,7534,30-40
587,2012-08-09,Fall,1,8,0,4,1,Clear,0.755833,34.9754,0.620417,0.1561,1196,6090,7286,30-40
588,2012-08-10,Fall,1,8,0,5,1,Mist,0.715833,33.3971,0.715833,0.238813,1065,4721,5786,30-40
589,2012-08-11,Fall,1,8,0,6,0,Mist,0.6925,31.91335,0.732917,0.206479,2247,4052,6299,30-40
590,2012-08-12,Fall,1,8,0,0,0,Clear,0.700833,32.22895,0.530417,0.122512,2182,4362,6544,30-40
591,2012-08-13,Fall,1,8,0,1,1,Clear,0.720833,33.112700000000004,0.545417,0.136212,1207,5676,6883,30-40
592,2012-08-14,Fall,1,8,0,2,1,Clear,0.726667,33.838950000000004,0.686667,0.169158,1128,5656,6784,30-40
593,2012-08-15,Fall,1,8,0,3,1,Clear,0.706667,32.70185,0.619583,0.169771,1198,6149,7347,30-40
594,2012-08-16,Fall,1,8,0,4,1,Clear,0.719167,32.7344,0.519167,0.141796,1338,6267,7605,30-40
595,2012-08-17,Fall,1,8,0,5,1,Clear,0.723333,12.12,0.570833,0.231354,1483,5665,7148,10-20
596,2012-08-18,Fall,1,8,0,6,0,Clear,0.678333,30.903550000000006,0.603333,0.177867,2827,5038,7865,30-40
597,2012-08-19,Fall,1,8,0,0,0,Mist,0.635833,30.1777,0.711667,0.08645,1208,3341,4549,30-40
598,2012-08-20,Fall,1,8,0,1,1,Mist,0.635833,29.798350000000006,0.734167,0.129979,1026,5504,6530,20-30
599,2012-08-21,Fall,1,8,0,2,1,Clear,0.649167,30.051250000000003,0.67375,0.0727708,1081,5925,7006,30-40
600,2012-08-22,Fall,1,8,0,3,1,Clear,0.6675,31.0927,0.677083,0.0702833,1094,6281,7375,30-40
601,2012-08-23,Fall,1,8,0,4,1,Clear,0.695833,31.8504,0.635833,0.0845958,1363,6402,7765,30-40
602,2012-08-24,Fall,1,8,0,5,1,Mist,0.7025,32.355000000000004,0.615,0.0721458,1325,6257,7582,30-40
603,2012-08-25,Fall,1,8,0,6,0,Mist,0.661667,30.934800000000006,0.712917,0.244408,1829,4224,6053,30-40
604,2012-08-26,Fall,1,8,0,0,0,Mist,0.653333,29.799799999999994,0.845833,0.228858,1483,3772,5255,20-30
605,2012-08-27,Fall,1,8,0,1,1,Clear,0.703333,32.7344,0.730417,0.128733,989,5928,6917,30-40
606,2012-08-28,Fall,1,8,0,2,1,Clear,0.728333,33.3025,0.62,0.190925,935,6105,7040,30-40
607,2012-08-29,Fall,1,8,0,3,1,Clear,0.685,31.786649999999998,0.552083,0.112562,1177,6520,7697,30-40
608,2012-08-30,Fall,1,8,0,4,1,Clear,0.706667,32.63895,0.590417,0.0771167,1172,6541,7713,30-40
609,2012-08-31,Fall,1,8,0,5,1,Clear,0.764167,34.47,0.5875,0.168533,1433,5917,7350,30-40
610,2012-09-01,Fall,1,9,0,6,0,Mist,0.753333,35.1327,0.638333,0.113187,2352,3788,6140,30-40
611,2012-09-02,Fall,1,9,0,0,0,Mist,0.696667,32.45,0.815,0.0640708,2613,3197,5810,30-40
612,2012-09-03,Fall,1,9,1,1,0,Clear,0.7075,33.081450000000004,0.790833,0.151121,1965,4069,6034,30-40
613,2012-09-04,Fall,1,9,0,2,1,Clear,0.725833,34.3444,0.755,0.236321,867,5997,6864,30-40
614,2012-09-05,Fall,1,9,0,3,1,Clear,0.736667,35.44915,0.74125,0.187808,832,6280,7112,30-40
615,2012-09-06,Fall,1,9,0,4,1,Mist,0.696667,32.766450000000006,0.810417,0.142421,611,5592,6203,30-40
616,2012-09-07,Fall,1,9,0,5,1,Clear,0.703333,32.8602,0.73625,0.171646,1045,6459,7504,30-40
617,2012-09-08,Fall,1,9,0,6,0,Mist,0.659167,30.556050000000006,0.799167,0.281104,1557,4419,5976,30-40
618,2012-09-09,Fall,1,9,0,0,0,Clear,0.61,28.946250000000006,0.5475,0.224496,2570,5657,8227,20-30
619,2012-09-10,Fall,1,9,0,1,1,Clear,0.583333,28.2827,0.50375,0.258713,1118,6407,7525,20-30
620,2012-09-11,Fall,1,9,0,2,1,Clear,0.5775,27.7146,0.52,0.0920542,1070,6697,7767,20-30
621,2012-09-12,Fall,1,9,0,3,1,Clear,0.599167,28.50375,0.577083,0.131846,1050,6820,7870,20-30
622,2012-09-13,Fall,1,9,0,4,1,Clear,0.6125,28.9779,0.637083,0.0827208,1054,6750,7804,20-30
623,2012-09-14,Fall,1,9,0,5,1,Clear,0.633333,29.704150000000006,0.6725,0.103863,1379,6630,8009,20-30
624,2012-09-15,Fall,1,9,0,6,0,Clear,0.608333,29.29335,0.501667,0.247521,3160,5554,8714,20-30
625,2012-09-16,Fall,1,9,0,0,0,Clear,0.58,28.15625,0.57,0.0901833,2166,5167,7333,20-30
626,2012-09-17,Fall,1,9,0,1,1,Mist,0.580833,27.652500000000003,0.734583,0.151742,1022,5847,6869,20-30
627,2012-09-18,Fall,1,9,0,2,1,Mist,0.623333,28.253349999999998,0.8725,0.357587,371,3702,4073,20-30
628,2012-09-19,Fall,1,9,0,3,1,Clear,0.5525,27.0202,0.536667,0.215175,788,6803,7591,20-30
629,2012-09-20,Fall,1,9,0,4,1,Clear,0.546667,26.6096,0.618333,0.118167,939,6781,7720,20-30
630,2012-09-21,Fall,1,9,0,5,1,Clear,0.599167,28.59855,0.66875,0.154229,1250,6917,8167,20-30
631,2012-09-22,Fall,1,9,0,6,0,Clear,0.65,30.5244,0.646667,0.283583,2512,5883,8395,30-40
632,2012-09-23,Winter,1,9,0,0,0,Clear,0.529167,25.946649999999998,0.467083,0.223258,2454,5453,7907,20-30
633,2012-09-24,Winter,1,9,0,1,1,Clear,0.514167,25.12565,0.492917,0.142404,1001,6435,7436,20-30
634,2012-09-25,Winter,1,9,0,2,1,Clear,0.55,27.208950000000005,0.57,0.236321,845,6693,7538,20-30
635,2012-09-26,Winter,1,9,0,3,1,Clear,0.635,29.830650000000002,0.630833,0.2444,787,6946,7733,20-30
636,2012-09-27,Winter,1,9,0,4,1,Mist,0.65,30.398750000000003,0.690833,0.134342,751,6642,7393,30-40
637,2012-09-28,Winter,1,9,0,5,1,Mist,0.619167,29.29315,0.69,0.164179,1045,6370,7415,20-30
638,2012-09-29,Winter,1,9,0,6,0,Clear,0.5425,26.5148,0.542917,0.227604,2589,5966,8555,20-30
639,2012-09-30,Winter,1,9,0,0,0,Clear,0.526667,25.88315,0.583333,0.134958,2015,4874,6889,20-30
640,2012-10-01,Winter,1,10,0,1,1,Mist,0.520833,25.6,0.649167,0.0908042,763,6015,6778,20-30
641,2012-10-02,Winter,1,10,0,2,1,Light Snow,0.590833,27.116649999999996,0.871667,0.104475,315,4324,4639,20-30
642,2012-10-03,Winter,1,10,0,3,1,Mist,0.6575,29.95665,0.79375,0.0665458,728,6844,7572,20-30
643,2012-10-04,Winter,1,10,0,4,1,Mist,0.6575,30.398750000000003,0.722917,0.117546,891,6437,7328,30-40
644,2012-10-05,Winter,1,10,0,5,1,Clear,0.615,29.00935,0.6275,0.10635,1516,6640,8156,20-30
645,2012-10-06,Winter,1,10,0,6,0,Clear,0.554167,26.92605,0.664167,0.268025,3031,4934,7965,20-30
646,2012-10-07,Winter,1,10,0,0,0,Mist,0.415833,20.990650000000002,0.708333,0.141162,781,2729,3510,20-30
647,2012-10-08,Winter,1,10,1,1,0,Mist,0.383333,19.3804,0.709583,0.189679,874,4604,5478,10-20
648,2012-10-09,Winter,1,10,0,2,1,Mist,0.446667,21.9056,0.761667,0.1903,601,5791,6392,20-30
649,2012-10-10,Winter,1,10,0,3,1,Clear,0.514167,25.1571,0.630833,0.187821,780,6911,7691,20-30
650,2012-10-11,Winter,1,10,0,4,1,Clear,0.435,21.55835,0.463333,0.181596,834,6736,7570,20-30
651,2012-10-12,Winter,1,10,0,5,1,Clear,0.4375,21.65355,0.539167,0.235092,1060,6222,7282,20-30
652,2012-10-13,Winter,1,10,0,6,0,Clear,0.393333,19.5698,0.494583,0.146142,2252,4857,7109,10-20
653,2012-10-14,Winter,1,10,0,0,0,Clear,0.521667,25.4102,0.640417,0.278612,2080,4559,6639,20-30
654,2012-10-15,Winter,1,10,0,1,1,Mist,0.561667,26.9575,0.7075,0.296037,760,5115,5875,20-30
655,2012-10-16,Winter,1,10,0,2,1,Clear,0.468333,23.042299999999997,0.558333,0.182221,922,6612,7534,20-30
656,2012-10-17,Winter,1,10,0,3,1,Clear,0.455833,22.505399999999998,0.692917,0.101371,979,6482,7461,20-30
657,2012-10-18,Winter,1,10,0,4,1,Mist,0.5225,25.63125,0.728333,0.236937,1008,6501,7509,20-30
658,2012-10-19,Winter,1,10,0,5,1,Mist,0.563333,26.894800000000004,0.815,0.134954,753,4671,5424,20-30
659,2012-10-20,Winter,1,10,0,6,0,Clear,0.484167,23.6421,0.572917,0.117537,2806,5284,8090,20-30
660,2012-10-21,Winter,1,10,0,0,0,Clear,0.464167,22.82145,0.51,0.166054,2132,4692,6824,20-30
661,2012-10-22,Winter,1,10,0,1,1,Clear,0.4875,24.147100000000002,0.568333,0.0814833,830,6228,7058,20-30
662,2012-10-23,Winter,1,10,0,2,1,Clear,0.544167,26.5152,0.641667,0.0945458,841,6625,7466,20-30
663,2012-10-24,Winter,1,10,0,3,1,Clear,0.5875,27.93605,0.63625,0.0727792,795,6898,7693,20-30
664,2012-10-25,Winter,1,10,0,4,1,Mist,0.55,26.4844,0.800417,0.124375,875,6484,7359,20-30
665,2012-10-26,Winter,1,10,0,5,1,Mist,0.545833,26.137500000000003,0.807083,0.132467,1182,6262,7444,20-30
666,2012-10-27,Winter,1,10,0,6,0,Mist,0.53,25.756649999999993,0.72,0.235692,2643,5209,7852,20-30
667,2012-10-28,Winter,1,10,0,0,0,Mist,0.4775,23.38855,0.694583,0.398008,998,3461,4459,20-30
668,2012-10-29,Winter,1,10,0,1,1,Light Snow,0.44,21.97,0.88,0.3582,2,20,22,20-30
669,2012-10-30,Winter,1,10,0,2,1,Mist,0.318182,15.49545,0.825455,0.213009,87,1009,1096,10-20
670,2012-10-31,Winter,1,10,0,3,1,Mist,0.3575,18.055,0.666667,0.166667,419,5147,5566,10-20
671,2012-11-01,Winter,1,11,0,4,1,Mist,0.365833,18.4971,0.581667,0.157346,466,5520,5986,10-20
672,2012-11-02,Winter,1,11,0,5,1,Clear,0.355,17.802100000000003,0.522083,0.266175,618,5229,5847,10-20
673,2012-11-03,Winter,1,11,0,6,0,Mist,0.343333,16.1923,0.49125,0.270529,1029,4109,5138,10-20
674,2012-11-04,Winter,1,11,0,0,0,Clear,0.325833,16.4769,0.532917,0.179108,1201,3906,5107,10-20
675,2012-11-05,Winter,1,11,0,1,1,Clear,0.319167,15.403749999999997,0.494167,0.236325,378,4881,5259,10-20
676,2012-11-06,Winter,1,11,0,2,1,Clear,0.280833,14.07835,0.567083,0.173513,466,5220,5686,10-20
677,2012-11-07,Winter,1,11,0,3,1,Mist,0.295833,13.73105,0.5475,0.304108,326,4709,5035,10-20
678,2012-11-08,Winter,1,11,0,4,1,Clear,0.352174,17.094550000000005,0.333478,0.347835,340,4975,5315,10-20
679,2012-11-09,Winter,1,11,0,5,1,Clear,0.361667,17.77065,0.540833,0.214558,709,5283,5992,10-20
680,2012-11-10,Winter,1,11,0,6,0,Clear,0.389167,19.696849999999998,0.645417,0.0578458,2090,4446,6536,10-20
681,2012-11-11,Winter,1,11,0,0,0,Clear,0.420833,21.08565,0.659167,0.1275,2290,4562,6852,20-30
682,2012-11-12,Winter,1,11,1,1,0,Clear,0.485,23.76915,0.741667,0.173517,1097,5172,6269,20-30
683,2012-11-13,Winter,1,11,0,2,1,Mist,0.343333,16.16125,0.662917,0.342046,327,3767,4094,10-20
684,2012-11-14,Winter,1,11,0,3,1,Clear,0.289167,14.07815,0.552083,0.199625,373,5122,5495,10-20
685,2012-11-15,Winter,1,11,0,4,1,Mist,0.321667,16.2246,0.620417,0.152987,320,5125,5445,10-20
686,2012-11-16,Winter,1,11,0,5,1,Clear,0.345,17.3602,0.524583,0.171025,484,5214,5698,10-20
687,2012-11-17,Winter,1,11,0,6,0,Clear,0.325,16.31915,0.545417,0.179729,1313,4316,5629,10-20
688,2012-11-18,Winter,1,11,0,0,0,Clear,0.3425,16.8873,0.692917,0.227612,922,3747,4669,10-20
689,2012-11-19,Winter,1,11,0,1,1,Mist,0.380833,18.78105,0.623333,0.235067,449,5050,5499,10-20
690,2012-11-20,Winter,1,11,0,2,1,Mist,0.374167,19.03335,0.685,0.082725,534,5100,5634,10-20
691,2012-11-21,Winter,1,11,0,3,1,Clear,0.353333,18.2446,0.61375,0.103246,615,4531,5146,10-20
692,2012-11-22,Winter,1,11,1,4,0,Clear,0.34,17.518549999999998,0.580417,0.0528708,955,1470,2425,10-20
693,2012-11-23,Winter,1,11,0,5,1,Clear,0.368333,18.93895,0.56875,0.148021,1603,2307,3910,10-20
694,2012-11-24,Winter,1,11,0,6,0,Clear,0.278333,12.437099999999997,0.404583,0.376871,532,1745,2277,10-20
